citing_opinion_id,citation,antecedent_name,candidate_oids
15326,681 N.W.2d 779,,14051|14052
15326,688 N.W.2d 384,,14125|14126
15326,2005 ND 122,Guardianship of Barros,14304|14305
15326,701 N.W.2d 402,,14304|14305
15326,622 N.W.2d 720,,13323|13324
15545,711 N.W.2d 606,,14481|14482|14483
15545,704 N.W.2d 573,,14341|14342
15545,2000 ND 129,In re N.C.C.,13193|13194
15545,612 N.W.2d 561,,13193|13194
15530,2009 ND 208,Machart v. Machart,15320|15321
15530,776 N.W.2d 795,,15320|15321
15530,659 N.W.2d 864,,13768|13769
15529,2003 ND 101,In re I.K.,13816|13817
15529,663 N.W.2d 197,,13816|13817
15501,2004 ND 216,Adoption of H.R.W.,14136|14137
15501,689 N.W.2d 403,,14136|14137
15501,2009 ND 19,Adoption of H.G.C.,15144|15145
15501,761 N.W.2d 565,,15144|15145
15501,2008 ND 185,Matter of R.A.S.,15061|15062
15501,756 N.W.2d 771,,15061|15062
15333,2006 ND 56,Matter of G.R.H.,14479|14480
15333,711 N.W.2d 587,,14479|14480
15333,2008 ND 222,Matter of G.R.H.,15101|15102
15333,758 N.W.2d 719,,15101|15102
15333,2009 ND 104,Matter of A.M.,15201|15202
15333,766 N.W.2d 437,,15200|15201|15202
15505,2002 ND 211,Estate of Gleeson,13708|13709
15505,655 N.W.2d 69,,13708|13709
15489,2008 ND 51,In re B.B.,14926|14927
15489,746 N.W.2d 411,,14926|14927
15489,709 N.W.2d 11,,14410|14411
15497,2006 ND 56,Matter of G.R.H.,14479|14480
15497,711 N.W.2d 587,,14479|14480
15497,2010 ND 8,Matter of Hanenberg,15331|15333
15497,777 N.W.2d 62,,15331|15332|15333
15497,2009 ND 104,Matter of A.M.,15201|15202
15497,766 N.W.2d 437,,15200|15201|15202
15497,2008 ND 222,Matter of G.R.H.,15101|15102
15497,758 N.W.2d 719,,15101|15102
15487,2002 ND 211,Estate of Gleeson,13708|13709
15487,655 N.W.2d 69,,13708|13709
15485,780 N.W.2d 688,,15398|15399
15484,2009 ND 208,Machart v. Machart,15320|15321
15484,776 N.W.2d 795,,15320|15321
15483,2004 ND 216,In re Adoption of H.R.W.,14136|14137
15483,689 N.W.2d 403,,14136|14137
15483,2009 ND 19,In re Adoption of H.G.C.,15144|15145
15483,761 N.W.2d 565,,15144|15145
15483,2008 ND 107,B.L.L. v. W.D.C.,14995|14996
15483,750 N.W.2d 466,,14995|14996
15512,692 N.W.2d 483,,14192|14193
15509,667 N.W.2d 590,,13852|13853
15478,2010 ND 43,State ex rel. Dep’t of Labor v. Riemers,15368|15369
15478,779 N.W.2d 649,,15368|15369
15481,783 N.W.2d 12,,15429|15430
15481,730 N.W.2d 604,,14738|14739
15481,653 N.W.2d 713,,13686|13687
15481,632 N.W.2d 451,,13430|13431
15481,688 N.W.2d 384,,14125|14126
15480,2008 ND 51,In re B.B.,14926|14927
15480,746 N.W.2d 411,,14926|14927
15480,709 N.W.2d 11,,14410|14411
15479,2010 ND 103,In re D.H.,15429|15430
15479,783 N.W.2d 12,,15429|15430
15479,2010 ND 46,In re K.J.,15365|15366
15479,779 N.W.2d 635,,15365|15366
15479,2008 ND 107,B.L.L. v. W.D.C.,14995|14996
15479,750 N.W.2d 466,,14995|14996
15479,2009 ND 19,In re Adoption of H.G.C.,15144|15145
15479,761 N.W.2d 565,,15144|15145
15479,2004 ND 216,In re H.R.W.,14136|14137
15479,689 N.W.2d 403,,14136|14137
15492,2008 ND 130,In re E.W.F.,15009|15010
15492,751 N.W.2d 686,,15009|15010
15492,2008 ND 185,In re R.A.S.,15061|15062
15492,756 N.W.2d 771,,15061|15062
15492,713 N.W.2d 518,,14503|14504
18743,2004 ND 216,In re Adoption of H.R.W.,14136|14137
18743,689 N.W.2d 403,,14136|14137
18743,2009 ND 19,In re Adoption of H.G.C.,15144|15145
18743,761 N.W.2d 565,,15144|15145
18743,606 N.W.2d 117,,13078|13079
15458,765 N.W.2d 536,,15192|15193
15458,743 N.W.2d 117,,14878|14879
15457,765 N.W.2d 536,,15192|15193
15457,743 N.W.2d 117,,14878|14879
15462,2008 ND 194,P.A. v. A.H.O.,15082|15083
15462,757 N.W.2d 58,,15082|15083
15468,640 N.W.2d 733,,13546|13547
15468,2005 ND 116,,14267|14268
15468,698 N.W.2d 474,,14267|14268
15468,2001 ND 142,In re H.G.,13432|13433
15468,632 N.W.2d 458,,13432|13433
15468,2001 ND 203,In re D.P.,13479|13480
15468,636 N.W.2d 921,,13479|13480
15468,2007 ND 186,,14852|14853
15468,742 N.W.2d 41,,14852|14853
15468,649 N.W.2d 231,,13608|13609
15468,748 N.W.2d 677,,14958|14959
15467,640 N.W.2d 733,,13546|13547
15467,2005 ND 116,,14267|14268
15467,698 N.W.2d 474,,14267|14268
15467,2001 ND 142,In re H.G.,13432|13433
15467,632 N.W.2d 458,,13432|13433
15467,2001 ND 203,In re D.P.,13479|13480
15467,636 N.W.2d 921,,13479|13480
15467,2007 ND 186,,14852|14853
15467,742 N.W.2d 41,,14852|14853
15467,649 N.W.2d 231,,13608|13609
15467,748 N.W.2d 677,,14958|14959
15449,779 N.W.2d 635,,15365|15366
15470,506 N.W.2d 368,B.H. v. K.D.,11481|11482
15440,2009 ND 208,Machart v. Machart,15320|15321
15440,776 N.W.2d 795,,15320|15321
15430,730 N.W.2d 604,,14738|14739
15430,701 N.W.2d 924,,14319|14320
15430,688 N.W.2d 384,,14125|14126
15430,1999 ND 221,In re C.R.,13024|13025
15430,602 N.W.2d 520,,13024|13025
15430,708 N.W.2d 900,,14405|14406
15429,730 N.W.2d 604,,14738|14739
15429,701 N.W.2d 924,,14319|14320
15429,688 N.W.2d 384,,14125|14126
15429,1999 ND 221,In re C.R.,13024|13025
15429,602 N.W.2d 520,,13024|13025
15429,708 N.W.2d 900,,14405|14406
15445,782 N.W.2d 638,,15422|15423
15445,674 N.W.2d 505,,13956|13957
15442,2007 ND 138,State v. Washington,14799|14800
15442,737 N.W.2d 382,,14799|14800
15422,2000 ND 181,,13243|13244
15422,618 N.W.2d 166,,13243|13244
15421,2006 ND 19,In re M.B.,14410|14411
15421,709 N.W.2d 11,,14410|14411
15425,2009 ND 208,Machart v. Machart,15320|15321
15425,776 N.W.2d 795,,15320|15321
15424,653 N.W.2d 869,,13691|13692
15423,2000 ND 181,,13243|13244
15423,618 N.W.2d 166,,13243|13244
15406,728 N.W.2d 326,,14708|14709
15406,2010 ND 27,Interest of H.K.,15353|15354
15406,778 N.W.2d 764,,15353|15354
15405,728 N.W.2d 326,,14708|14709
15405,2010 ND 27,Interest of H.K.,15353|15354
15405,778 N.W.2d 764,,15353|15354
15434,2009 ND 104,Matter of A.M.,15201|15202
15434,766 N.W.2d 437,,15200|15201|15202
15434,713 N.W.2d 518,,14503|14504
15434,2006 ND 56,Matter of G.R.H.,14479|14480
15434,711 N.W.2d 587,,14479|14480
15434,2009 ND 152,Matter of Vantreece,15268|15269
15434,771 N.W.2d 585,,15268|15269
15428,2000 ND 129,In re N.C.C.,13193|13194
15428,612 N.W.2d 561,,13193|13194
15388,2009 ND 196,Landsiedel,15292|15293
15388,774 N.W.2d 645,,15292|15293
15397,674 N.W.2d 1,,13949|13950
15372,2009 ND 194,In re O.H.W.,15303|15304
15372,775 N.W.2d 73,,15303|15304
15402,632 N.W.2d 407,,13423|13424
15400,2002 ND 211,Estate of Gleeson,13708|13709
15400,655 N.W.2d 69,,13708|13709
15400,583 N.W.2d 385,,12737|12738
15370,667 N.W.2d 590,,13852|13853
15370,2002 ND 111,In re R.K.,13592|13593
15370,646 N.W.2d 699,,13592|13593
15370,2009 ND 208,Machart v. Machart,15320|15321
15370,776 N.W.2d 795,,15320|15321
15363,674 N.W.2d 1,,13949|13950
15358,2005 ND 106,Klindt v. Pembina County Water Res. Bd.,14256|14257
15358,697 N.W.2d 339,,14256|14257
15357,674 N.W.2d 505,,13956|13957
15367,764 N.W.2d 170,,15172|15173
15366,708 N.W.2d 900,,14405|14406
15366,751 N.W.2d 677,,15007|15008
15366,701 N.W.2d 924,,14319|14320
15366,688 N.W.2d 384,,14125|14126
15366,602 N.W.2d 697,,13029|13030
15366,2005 ND 216,In re A.B.,14386|14387
15366,707 N.W.2d 75,,14386|14387
15366,2002 ND 178,Adoption of S.A.L.,13666|13667
15366,652 N.W.2d 912,,13666|13667
15365,708 N.W.2d 900,,14405|14406
15365,751 N.W.2d 677,,15007|15008
15365,701 N.W.2d 924,,14319|14320
15365,688 N.W.2d 384,,14125|14126
15365,602 N.W.2d 697,,13029|13030
15365,2005 ND 216,In re A.B.,14386|14387
15365,707 N.W.2d 75,,14386|14387
15365,2002 ND 178,Adoption of S.A.L.,13666|13667
15365,652 N.W.2d 912,,13666|13667
15364,2006 ND 142,DeMers v. DeMers,14541|14542
15364,717 N.W.2d 545,,14541|14542
15508,2006 ND 56,Matter of G.R.H.,14479|14480
15508,711 N.W.2d 587,,14479|14480
15508,2008 ND 222,Matter of G.R.H.,15101|15102
15508,758 N.W.2d 719,,15101|15102
15508,2009 ND 104,Matter of A.M.,15201|15202
15508,766 N.W.2d 437,,15200|15201|15202
15332,756 N.W.2d 344,,15055|15056
15356,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
15356,705 N.W.2d 257,,14359|14360
15355,2008 ND 225,In re Peterson's Dogs,15108|15109
15355,758 N.W.2d 749,,15108|15109
15355,87 N.W. 593,,5837|5838
15354,1997 ND 146,Interest of P.A.,12481|12482
15354,566 N.W.2d 422,,12481|12482
15354,2007 ND 115,In re B.B.,14775|14776
15354,735 N.W.2d 855,,14775|14776
15353,1997 ND 146,Interest of P.A.,12481|12482
15353,566 N.W.2d 422,,12481|12482
15353,2007 ND 115,In re B.B.,14775|14776
15353,735 N.W.2d 855,,14775|14776
15352,2004 ND 138,In re T.T.,14051|14052
15352,681 N.W.2d 779,,14051|14052
15349,2009 ND 208,Machart v. Machart,15320|15321
15349,776 N.W.2d 795,,15320|15321
15331,2006 ND 56,Matter of G.R.H.,14479|14480
15331,711 N.W.2d 587,,14479|14480
15331,2008 ND 222,Matter of G.R.H.,15101|15102
15331,758 N.W.2d 719,,15101|15102
15331,2009 ND 104,Matter of A.M.,15201|15202
15331,766 N.W.2d 437,,15200|15201|15202
15410,2009 ND 133,Matter of Chambering of New Judgeship,15245|15246
15410,770 N.W.2d 221,,15245|15246
15322,2005 ND 122,In re Guardianship of Barros,14304|14305
15322,701 N.W.2d 402,,14304|14305
15318,698 N.W.2d 474,,14267|14268
15318,632 N.W.2d 458,,13432|13433
15318,717 N.W.2d 598,,14549|14550
15343,2008 ND 185,In re R.A.S.,15061|15062
15343,756 N.W.2d 771,,15061|15062
15343,2008 ND 130,In re E.W.F.,15009|15010
15343,751 N.W.2d 686,,15009|15010
15343,2002 ND 25,,13514|13515
15343,639 N.W.2d 473,,13514|13515
18701,725 N.W.2d 588,,14677|14678
18699,2008 ND 130,Matter of E.W.F.,15009|15010
18699,751 N.W.2d 686,,15009|15010
15327,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
15327,705 N.W.2d 257,,14359|14360
15327,2008 ND 210,In re Pederson Trust,15084|15085
15327,757 N.W.2d 740,,15084|15085
15327,2000 ND 129,In re N.C.C.,13193|13194
15327,612 N.W.2d 561,,13193|13194
15325,735 N.W.2d 855,,14775|14776
15325,746 N.W.2d 411,,14926|14927
15325,681 N.W.2d 779,,14051|14052
15325,688 N.W.2d 384,,14125|14126
15325,2005 ND 122,Guardianship of Barros,14304|14305
15325,701 N.W.2d 402,,14304|14305
15325,622 N.W.2d 720,,13323|13324
15323,765 N.W.2d 536,,15192|15193
15323,743 N.W.2d 117,,14878|14879
15323,656 N.W.2d 661,,13722|13723
15304,2002 ND 25,Interest of M.B.K.,13514|13515
15304,639 N.W.2d 473,,13514|13515
15304,2008 ND 222,Matter of G.R.H.,15101|15102
15304,758 N.W.2d 719,,15101|15102
15304,2009 ND 104,Matter of A.M.,15201|15202
15304,766 N.W.2d 437,,15200|15201|15202
15303,2002 ND 25,Interest of M.B.K.,13514|13515
15303,639 N.W.2d 473,,13514|13515
15303,2008 ND 222,Matter of G.R.H.,15101|15102
15303,758 N.W.2d 719,,15101|15102
15303,2009 ND 104,Matter of A.M.,15201|15202
15303,766 N.W.2d 437,,15200|15201|15202
15311,2008 ND 225,In the Matter of Lila Peterson’s Dogs,15108|15109
15311,758 N.W.2d 749,,15108|15109
15310,2009 ND 152,Matter of Vantreece,15268|15269
15310,771 N.W.2d 585,,15268|15269
15310,2008 ND 222,Matter of G.R.H.,15101|15102
15310,758 N.W.2d 719,,15101|15102
15310,2006 ND 56,Matter of G.R.H.,14479|14480
15310,711 N.W.2d 587,,14479|14480
15309,2009 ND 152,Matter of Vantreece,15268|15269
15309,771 N.W.2d 585,,15268|15269
15309,2008 ND 222,Matter of G.R.H.,15101|15102
15309,758 N.W.2d 719,,15101|15102
15309,2006 ND 56,Matter of G.R.H.,14479|14480
15309,711 N.W.2d 587,,14479|14480
15317,698 N.W.2d 474,,14267|14268
15317,632 N.W.2d 458,,13432|13433
15317,717 N.W.2d 598,,14549|14550
15316,2009 ND 113,Inc.,15215|15216
15316,767 N.W.2d 171,,15215|15216
15316,612 N.W.2d 561,,13193|13194
15316,681 N.W.2d 779,,14051|14052
15290,685 N.W.2d 748,,14089|14090
15308,2006 ND 142,DeMers v. DeMers,14541|14542
15308,717 N.W.2d 545,,14541|14542
15306,2006 ND 56,In re G.R.H.,14479|14480
15306,711 N.W.2d 587,,14479|14480
15306,2005 ND 122,In re Guardianship of Barros,14304|14305
15306,701 N.W.2d 402,,14304|14305
15306,1998 ND 129,In re L.F.,12709|12710
15306,580 N.W.2d 573,,12709|12710
15306,2005 ND 39,In re D.P.O.,14186|14187
15306,692 N.W.2d 128,,14186|14187
15306,2003 ND 127,In re D.P.O.,13852|13853
15306,667 N.W.2d 590,,13852|13853
15305,735 N.W.2d 855,,14775|14776
15295,1998 ND 114,,12687|12688
15295,579 N.W.2d 212,,12687|12688
15293,744 N.W.2d 724,,14899|14900
15292,744 N.W.2d 724,,14899|14900
15273,571 N.W.2d 370,,12569|12570
15272,571 N.W.2d 370,,12569|12570
15281,2005 ND 216,In re A.B.,14386|14387
15281,707 N.W.2d 75,,14386|14387
15288,2008 ND 100,In re Guardianship of D.M.O.,14970|14971
15288,749 N.W.2d 517,,14970|14971
15287,2007 ND 138,State v. Washington,14799|14800
15287,737 N.W.2d 382,,14799|14800
15286,764 N.W.2d 170,,15172|15173
15298,2006 ND 219,,14637|14638
15298,723 N.W.2d 384,,14637|14638
15298,749 N.W.2d 517,,14970|14971
15297,2006 ND 219,,14637|14638
15297,723 N.W.2d 384,,14637|14638
15297,749 N.W.2d 517,,14970|14971
15296,607 N.W.2d 248,,13096|13097
15256,632 N.W.2d 407,,13423|13424
15256,744 N.W.2d 724,,14899|14900
15270,2008 ND 194,,15082|15083
15270,757 N.W.2d 58,,15082|15083
15269,758 N.W.2d 909,,15112|15113
15269,2008 ND 222,Matter of G.R.H.,15101|15102
15269,758 N.W.2d 719,,15101|15102
15269,2008 ND 130,E.W.F.,15009|15010
15269,751 N.W.2d 686,,15009|15010
15269,2008 ND 185,Matter of R.A.S.,15061|15062
15269,756 N.W.2d 771,,15061|15062
15268,758 N.W.2d 909,,15112|15113
15268,2008 ND 222,Matter of G.R.H.,15101|15102
15268,758 N.W.2d 719,,15101|15102
15268,2008 ND 130,E.W.F.,15009|15010
15268,751 N.W.2d 686,,15009|15010
15268,2008 ND 185,Matter of R.A.S.,15061|15062
15268,756 N.W.2d 771,,15061|15062
15267,756 N.W.2d 548,,15057|15058|15059
15247,2004 ND 180,In re Secrest,14105|14106
15247,687 N.W.2d 251,,14105|14106
15247,2008 ND 185,In re R.A.S.,15061|15062
15247,756 N.W.2d 771,,15061|15062
15247,2008 ND 107,B.L.L. v. W.D.C.,14995|14996
15247,750 N.W.2d 466,,14995|14996
15259,744 N.W.2d 724,,14899|14900
15278,625 N.W.2d 533,,13362|13363
15218,709 N.W.2d 11,,14410|14411
15218,688 N.W.2d 384,,14125|14126
15218,636 N.W.2d 412,,13466|13467
15218,2008 ND 51,In re B.B.,14926|14927
15218,746 N.W.2d 411,,14926|14927
15218,2008 ND 9,In re J.S.,14888|14889
15218,743 N.W.2d 808,,14888|14889
15210,2006 ND 56,In re G.R.H.,14479|14480
15210,711 N.W.2d 587,,14479|14480
15210,2008 ND 185,In re R.A.S.,15061|15062
15210,756 N.W.2d 771,,15061|15062
15210,2006 ND 96,In re J.M.,14503|14504
15210,713 N.W.2d 518,,14503|14504
15210,2004 ND 57,In re D.V.A.,13976|13977
15210,676 N.W.2d 776,,13976|13977
15209,2008 ND 222,Matter of G.R.H.,15101|15102
15209,758 N.W.2d 719,,15101|15102
15209,2008 ND 130,Matter of E.W.F.,15009|15010
15209,751 N.W.2d 686,,15009|15010
15209,2008 ND 185,Matter of R.A.S.,15061|15062
15209,756 N.W.2d 771,,15061|15062
15229,2008 ND 53,Buchholtz,14921|14922
15229,746 N.W.2d 181,,14921|14922
18738,709 N.W.2d 21,,14412|14413|14414|14415|14416
15264,2006 ND 142,DeMers v. DeMers,14541|14542
15196,656 N.W.2d 661,,13722|13723
15193,2007 ND 170,Court. Disciplinary Bd. v. Light,14847|14848
15193,741 N.W.2d 215,,14847|14848
15193,2005 ND 153,Disciplinary Bd. v. Hoffman,14332|14333
15193,703 N.W.2d 345,,14332|14333
15193,685 N.W.2d 748,,14089|14090
15208,2008 ND 185,Matter of R.A.S.,15061|15062
15208,756 N.W.2d 771,,15061|15062
15208,2008 ND 130,Matter of E.W.F.,15009|15010
15208,751 N.W.2d 686,,15009|15010
15208,2008 ND 222,Matter of G.R.H.,15101|15102
15208,758 N.W.2d 719,,15101|15102
15204,2005 ND 75,State v. North Dakota State Univ.,14223|14224
15204,694 N.W.2d 225,,14223|14224
15204,2005 ND 145,In re Estate of Richmond,14314|14315
15204,701 N.W.2d 897,,14314|14315
15203,2003 ND 88,K.L.B. v. S.B.,13807|13808
15203,662 N.W.2d 277,,13807|13808
15203,2008 ND 190,In re Estate of Samuelson,15073|15074
15203,757 N.W.2d 44,,15073|15074
15203,764 N.W.2d 170,,15172|15173
15202,2008 ND 222,Matter of G.R.H.,15101|15102
15202,758 N.W.2d 719,,15101|15102
15202,2008 ND 130,Matter of E.W.F.,15009|15010
15202,751 N.W.2d 686,,15009|15010
15202,2002 ND 25,Interest of M.B.K.,13514|13515
15202,639 N.W.2d 473,,13514|13515
15201,2008 ND 222,Matter of G.R.H.,15101|15102
15201,758 N.W.2d 719,,15101|15102
15201,2008 ND 130,Matter of E.W.F.,15009|15010
15201,751 N.W.2d 686,,15009|15010
15201,2002 ND 25,Interest of M.B.K.,13514|13515
15201,639 N.W.2d 473,,13514|13515
15192,2007 ND 170,Disciplinary Bd. v. Light,14847|14848
15192,741 N.W.2d 215,,14847|14848
15192,2005 ND 153,Disciplinary Bd. v. Hoffman,14332|14333
15192,703 N.W.2d 345,,14332|14333
15192,685 N.W.2d 748,,14089|14090
15191,709 N.W.2d 11,,14410|14411
15182,2006 ND 251,Disciplinary Bd. v. Stensland,14669|14670
15182,725 N.W.2d 191,,14669|14670
15182,755 N.W.2d 835,,15035|15036
15182,2007 ND 203,Bd. v. Johnson,14878|14879
15182,743 N.W.2d 117,,14878|14879
15182,2006 ND 13,Disciplinary Bd. v. Giese,14421|14422
15182,709 N.W.2d 717,,14421|14422
15182,685 N.W.2d 748,,14089|14090
15181,735 N.W.2d 855,,14775|14776
15180,2005 ND 106,Klindt v. Pembina County Water Res. Bd.,14256|14257
15180,697 N.W.2d 339,,14256|14257
15168,2002 ND 188,In re D.Q.,13686|13687
15168,653 N.W.2d 713,,13686|13687
15168,2006 ND 19,In re M.B.,14410|14411
15168,709 N.W.2d 11,,14410|14411
15168,2007 ND 115,In re B.B.,14775|14776
15168,735 N.W.2d 855,,14775|14776
15168,682 N.W.2d 735,,14065|14066
15168,1999 ND 221,In re C.R.,13024|13025
15168,602 N.W.2d 520,,13024|13025
15168,2008 ND 131,In re K.L.,15007|15008
15168,751 N.W.2d 677,,15007|15008
15168,2008 ND 9,In re J.S.,14888|14889
15168,743 N.W.2d 808,,14888|14889
15165,744 N.W.2d 724,,14899|14900
15165,685 N.W.2d 748,,14089|14090
15178,676 N.W.2d 776,,13976|13977
15176,743 N.W.2d 129,,14880|14881
15176,758 N.W.2d 660,,15092|15093
15147,2002 ND 178,Adoption of S.A.L.,13666|13667
15147,652 N.W.2d 912,,13666|13667
15173,653 N.W.2d 713,,13686|13687
15172,653 N.W.2d 713,,13686|13687
15145,2004 ND 216,Adoption of H.R.W.,14136|14137
15145,689 N.W.2d 403,,14136|14137
15145,2008 ND 107,B.L.L. v. W.D.C.,14995|14996
15145,750 N.W.2d 466,,14995|14996
15145,602 N.W.2d 520,,13024|13025
15160,653 N.W.2d 713,,13686|13687
15160,681 N.W.2d 779,,14051|14052
15154,2000 ND 129,In re N.C.C.,13193|13194
15154,612 N.W.2d 561,,13193|13194
15154,2002 ND 191,In re F.R.S.,13676|13677
15154,653 N.W.2d 659,,13676|13677
15154,2005 ND 64,In re A.M.S.,14228|14230
15154,694 N.W.2d 8,,14228|14230
15135,2005 ND 106,Klindt v. Pembina County Water Res. Bd.,14256|14257
15135,697 N.W.2d 339,,14256|14257
15116,679 N.W.2d 257,,14007|14008
15144,2004 ND 216,Adoption of H.R.W.,14136|14137
15144,689 N.W.2d 403,,14136|14137
15144,2008 ND 107,B.L.L. v. W.D.C.,14995|14996
15144,750 N.W.2d 466,,14995|14996
15144,602 N.W.2d 520,,13024|13025
15093,743 N.W.2d 129,,14880|14881
15092,743 N.W.2d 129,,14880|14881
15091,735 N.W.2d 409,,14770|14771
15090,735 N.W.2d 409,,14770|14771
15101,2006 ND 56,Matter of G.R.H.,14479|14480
15101,711 N.W.2d 587,,14479|14480
15101,751 N.W.2d 686,,15009|15010
15101,2008 ND 130,Matter of E.W.F.,15009|15010
18666,2008 ND 185,Matter of R.A.S.,15061|15062
18665,2008 ND 130,E.W.F.,15009|15010
18665,751 N.W.2d 686,,15009|15010
18665,2008 ND 185,Matter of R.A.S.,15061|15062
18665,756 N.W.2d 771,,15061|15062
18665,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
18665,705 N.W.2d 257,,14359|14360
18665,621 N.W.2d 582,,13303|13304
15105,2005 ND 216,In re A.B.,14386|14387
15105,707 N.W.2d 75,,14386|14387
15102,2006 ND 56,Matter of G.R.H.,14479|14480
15102,711 N.W.2d 587,,14479|14480
15102,2008 ND 130,Matter of E.W.F.,15009|15010
15102,751 N.W.2d 686,,15009|15010
15184,726 N.W.2d 216,,14685|14686
15183,2008 ND 194,,15082|15083
15183,757 N.W.2d 58,,15082|15083
15079,2008 ND 130,Matter of E.W.F.,15009|15010
15079,751 N.W.2d 686,,15009|15010
15079,2006 ND 56,Matter of G.R.H.,14479|14480
15079,711 N.W.2d 587,,14479|14480
15062,2008 ND 130,In the Matter of E.W.F.,15009|15010
15062,751 N.W.2d 686,,15009|15010
15062,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
15062,705 N.W.2d 257,,14359|14360
15062,621 N.W.2d 582,,13303|13304
15062,2006 ND 56,In the Matter of G.R.H.,14479|14480
15062,711 N.W.2d 587,,14479|14480
15061,2008 ND 130,In the Matter of E.W.F.,15009|15010
15061,751 N.W.2d 686,,15009|15010
15061,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
15061,705 N.W.2d 257,,14359|14360
15061,621 N.W.2d 582,,13303|13304
15061,2006 ND 56,In the Matter of G.R.H.,14479|14480
15061,711 N.W.2d 587,,14479|14480
15054,744 N.W.2d 724,,14899|14900
15087,718 N.W.2d 1,,14555|14558
15087,723 N.W.2d 682,,14649|14650
15086,2006 ND 142,DeMers v. DeMers,14541|14542
15086,717 N.W.2d 545,,14541|14542
15076,756 N.W.2d 344,,15055|15056
15052,2008 ND 100,,14970|14971
15052,749 N.W.2d 517,,14970|14971
15069,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
15069,705 N.W.2d 257,,14359|14360
15065,506 N.W.2d 368,B.H. v. K.D.,11481|11482
14889,2007 ND 62,In re D.M.,14738|14739
14889,2001 ND 68,In re M.S.,13349|13350
14889,624 N.W.2d 678,,13349|13350
14889,2006 ND 19,In re M.B.,14410|14411
14889,709 N.W.2d 11,,14410|14411
14889,2001 ND 127,In re T.K,13408|13409
14889,630 N.W.2d 38,,13408|13409
15037,2005 ND 75,State v. North Dakota State Univ.,14223|14224
15037,694 N.W.2d 225,,14223|14224
15036,2007 ND 203,Disciplinary Bd. v. Johnson,14878|14879
15036,743 N.W.2d 117,,14878|14879
15036,2006 ND 107,Disciplinary Bd. v. Chinquist,14517|14518
15036,714 N.W.2d 469,,14517|14518
15036,2003 ND 170,Disciplinary Bd. v. McKechnie,13896|13897
15036,670 N.W.2d 864,,13896|13897
15036,621 N.W.2d 361,,13299|13300
15036,2002 ND 106,"Imposing Lawyer Sanctions.
Disciplinary Bd. v. Edwardson",13598|13599
15036,647 N.W.2d 126,,13598|13599
15035,2007 ND 203,Disciplinary Bd. v. Johnson,14878|14879
15035,743 N.W.2d 117,,14878|14879
15035,2006 ND 107,Disciplinary Bd. v. Chinquist,14517|14518
15035,714 N.W.2d 469,,14517|14518
15035,2003 ND 170,Disciplinary Bd. v. McKechnie,13896|13897
15035,670 N.W.2d 864,,13896|13897
15035,621 N.W.2d 361,,13299|13300
15035,2002 ND 106,Disciplinary Bd. v. Edwardson,13598|13599
15035,647 N.W.2d 126,,13598|13599
15024,703 N.W.2d 285,,14322|14323
15049,2005 ND 216,In re A.B.,14386|14387
15049,707 N.W.2d 75,,14386|14387
15033,2007 ND 138,State v. Washington,14799|14800
15033,737 N.W.2d 382,,14799|14800
15010,2002 ND 25,Interest of M.B.K.,13514|13515
15010,639 N.W.2d 473,,13514|13515
15010,2006 ND 56,Matter of G.R.H.,14479|14480
15010,711 N.W.2d 587,,14479|14480
15009,2002 ND 25,Interest of M.B.K.,13514|13515
15009,639 N.W.2d 473,,13514|13515
15009,2006 ND 56,Matter of G.R.H.,14479|14480
15009,711 N.W.2d 587,,14479|14480
15017,606 N.W.2d 108,,13076|13077
14999,744 N.W.2d 724,,14899|14900
14996,2004 ND 216,In re H.R.W.,14136|14137
14996,689 N.W.2d 403,,14136|14137
14995,2004 ND 216,In re H.R.W.,14136|14137
14995,689 N.W.2d 403,,14136|14137
15011,2007 ND 138,State v. Washington,14799|14800
15011,737 N.W.2d 382,,14799|14800
15031,2005 ND 216,In re A.B.,14386|14387
15031,707 N.W.2d 75,,14386|14387
15030,2007 ND 115,In re B.B.,14775|14776
15030,735 N.W.2d 855,,14775|14776
15008,730 N.W.2d 604,,14738|14739
15008,709 N.W.2d 11,,14410|14411
15008,708 N.W.2d 900,,14405|14406
15008,1998 ND 181,Interest of A.S.,12763|12764
15008,584 N.W.2d 853,,12763|12764
15007,730 N.W.2d 604,,14738|14739
15007,709 N.W.2d 11,,14410|14411
15007,708 N.W.2d 900,,14405|14406
15007,1998 ND 181,Interest of A.S.,12763|12764
15007,584 N.W.2d 853,,12763|12764
14969,744 N.W.2d 724,,14899|14900
14969,2006 ND 56,In re G.R.H.,14479|14480
14969,711 N.W.2d 587,,14479|14480
14961,736 N.W.2d 451,,14785|14786
14961,2002 ND 178,In re Adoption of S.A.L.,13666|13667
14961,652 N.W.2d 912,,13666|13667
14961,2002 ND 164,In re K.S.,13657|13658
14961,652 N.W.2d 341,,13657|13658
14994,2003 ND 147,Guardianship of Shatzka,13872|13873
14994,669 N.W.2d 95,,13872|13873
14991,719 N.W.2d 384,,14582|14583
14991,720 N.W.2d 425,,14601|14602
